year,importer1,importer2,flow1
2017,State Street,JFK/Umass,305
2017,Boston Univ. West,South Station,47
2017,Chinatown,Ruggles,1969
2017,Longwood Medical Area,Green Street,9
2017,Brigham Circle,Harvard Ave.,19
2017,Science Park,Back Bay,75
2017,Revere Beach,Aquarium,1617
2017,Beachmont,Boston College,5
2017,Copley,Harvard Ave.,1333
2017,Pleasant Street,Arlington,107
2017,Longwood Medical Area,Back of the Hill,16
2017,Mattapan,Broadway,14
2017,Stony Brook,Coolidge Corner,16
2017,Sullivan Square,Fenway,28
2017,Aquarium,Broadway,36
2017,South Street,Longwood,0
2017,Boston Univ. East,Assembly,12
2017,Hawes Street,Mattapan,0
2017,Forest Hills,Warren Street,16
2017,Symphony,Boston Univ. West,4
2017,Wellington,Reservoir,16
2017,Harvard Ave.,Central,46
2017,Summit Ave.,Museum of Fine Arts,3
2017,Harvard Ave.,Porter,17
2017,Green Street,World Trade Center,64
2017,Northeastern University,Symphony,166
2017,Park Street,Maverick,779
2017,Packards Corner,Heath Street,1
2017,Riverside,Brookline Hills,124
2017,Pleasant Street,Sullivan Square,19
2017,Chinatown,Englewood Ave.,2
2017,Park Street,Eliot,255
2017,Coolidge Corner,Butler,0
2017,World Trade Center,Back Bay,91
2017,Coolidge Corner,Maverick,133
2017,North Quincy,Riverside,22
2017,Aquarium,Heath Street,6
2017,Assembly,Symphony,1
2017,Pleasant Street,Museum of Fine Arts,13
2017,Capen Street,World Trade Center,3
2017,Mission Park,Newton Centre,0
2017,Airport,Stony Brook,169
2017,Babcock Street,Tufts Medical Center,0
2017,Capen Street,Green Street,0
2017,Waban,Saint Paul Street,1
2017,Packards Corner,Back Bay,2
2017,Jackson Square,Ruggles,2302
2017,Quincy Center,Boston Univ. Central,26
2017,Aquarium,South Street,6
2017,Reservoir,Central,49
2017,JFK/Umass,Charles/MGH,1393
2017,Community College,Saint Mary Street,49
2017,Symphony,Boston Univ. East,7
2017,Arlington,Longwood Medical Area,353
2017,Stony Brook,Charles/MGH,294
2017,Kent Street,Museum of Fine Arts,1
2017,Saint Mary Street,Brookline Village,8
2017,Savin Hill,World Trade Center,130
2017,Tappan Street,Fenwood Road,1
2017,Boston College,Washington Street,231
2017,Saint Paul Street,Woodland,6
2017,Eliot,Maverick,22
2017,Quincy Center,Roxbury Crossing,101
2017,Assembly,Riverside,9
2017,Savin Hill,Airport,61
2017,World Trade Center,Community College,35
2017,Broadway,Wood Island,42
2017,Fenway,Brigham Circle,4
2017,Forest Hills,Fields Corner,167
2017,South Street,Museum of Fine Arts,3
2017,Riverway,Harvard,27
2017,Wonderland,Park Street,340
2017,Griggs Street,Blandford Street,239
2017,Back Bay,Prudential,3
2017,Braintree,Saint Mary Street,35
2017,Forest Hills,Newton Highlands,27
2017,Brookline Hills,Maverick,24
2017,Fenwood Road,Brookline Village,1
2017,Central,Lechmere,183
2017,Alewife,Roxbury Crossing,142
2017,Chinatown,Davis,116
2017,Porter,Community College,153
2017,North Station,Fairbanks Street,52
2017,Chestnut Hill Ave.,Maverick,2
2017,Shawmut,Airport,40
2017,Packards Corner,Savin Hill,12
2017,Courthouse,Beachmont,6
2017,Warren Street,Sullivan Square,12
2017,Aquarium,Malden Center,157
2017,Warren Street,Beaconsfield,3
2017,South Street,Newton Highlands,0
2017,Wellington,Boylston,6
2017,Revere Beach,South Street,1
2017,Hawes Street,Woodland,3
2017,Pleasant Street,Tappan Street,2
2017,Arlington,Saint Mary Street,205
2017,North Station,Longwood,139
2017,Chestnut Hill Ave.,Symphony,3
2017,Boston Univ. East,Orient Heights,10
2017,Beaconsfield,Warren Street,3
2017,Coolidge Corner,Courthouse,13
2017,Assembly,Fenway,11
2017,Quincy Center,Quincy Adams,808
2017,Milton,Riverside,0
2017,Saint Paul Street,Boston Univ. Central,187
2017,Andrew,Boston Univ. East,17
2017,Fairbanks Street,Harvard,21
2017,Heath Street,Roxbury Crossing,3
2017,Wood Island,Coolidge Corner,34
2017,Wollaston,Newton Centre,22
2017,Longwood,Chinatown,0
2017,Green Street,Andrew,65
2017,Airport,Harvard,804
2017,Maverick,Bowdoin,2102
2017,Braintree,Fenwood Road,7
2017,Charles/MGH,Englewood Ave.,29
2017,Government Center,Kenmore,2631
2017,Government Center,Boylston,515
2017,Boston Univ. West,Chiswick Road,48
2017,Coolidge Corner,Andrew,41
2017,Chestnut Hill Ave.,Orient Heights,0
2017,Stony Brook,Community College,358
2017,Savin Hill,Babcock Street,26
2017,Copley,Science Park,285
2017,Washington Street,Brookline Village,13
2017,Hynes Convention Center,Forest Hills,135
2017,State Street,Griggs Street,2
2017,Coolidge Corner,Boylston,656
2017,Aquarium,Airport,4804
2017,Chinatown,Tufts Medical Center,285
2017,Beaconsfield,Maverick,12
2017,Wellington,Orient Heights,77
2017,Andrew,Ruggles,284
2017,Community College,Beachmont,195
2017,Boylston,Longwood Medical Area,488
2017,Revere Beach,Maverick,1475
2017,Newton Highlands,Roxbury Crossing,10
2017,Downtown Crossing,Saint Paul Street,26
2017,JFK/Umass,Jackson Square,358
2017,Andrew,Allston Street,13
2017,Ashmont,Mattapan,170
2017,Lechmere,Saint Mary Street,59
2017,Newton Centre,Tappan Street,2
2017,Aquarium,Blandford Street,6
2017,Maverick,Museum of Fine Arts,75
2017,Tappan Street,Riverway,0
2017,Wonderland,North Quincy,29
2017,Kent Street,Oak Grove,3
2017,World Trade Center,Longwood,7
2017,Blandford Street,Washington Square,9
2017,Ruggles,Boston Univ. West,5
2017,Coolidge Corner,Copley,1213
2017,Beaconsfield,Brookline Village,240
2017,Suffolk Downs,Chestnut Hill,6
2017,Heath Street,Washington Street,1
2017,Heath Street,Green Street,3
2017,Capen Street,Copley,0
2017,Copley,Maverick,1809
2017,Forest Hills,Shawmut,72
2017,Bowdoin,Oak Grove,21
2017,Central,Dean Road,14
2017,Boston Univ. East,Davis,55
2017,Boston Univ. East,Summit Ave.,5
2017,Valley Road,Harvard,0
2017,Riverside,Maverick,66
2017,Beachmont,Brigham Circle,50
2017,Griggs Street,Andrew,20
2017,Pleasant Street,Brookline Hills,9
2017,Oak Grove,Hynes Convention Center,192
2017,Aquarium,Pleasant Street,9
2017,Downtown Crossing,Griggs Street,29
2017,Reservoir,Stony Brook,2
2017,Aquarium,Fenway,33
2017,Chestnut Hill,Blandford Street,2
2017,Assembly,Kenmore,301
2017,Chestnut Hill Ave.,Porter,0
2017,Pleasant Street,Symphony,17
2017,Chestnut Hill,Wood Island,8
2017,Kenmore,World Trade Center,195
2017,Alewife,Babcock Street,13
2017,Copley,Harvard,2230
2017,Massachusetts Ave.,Savin Hill,71
2017,Downtown Crossing,South Station,1322
2017,Wollaston,Fenway,60
2017,Pleasant Street,Kenmore,286
2017,South Street,Government Center,47
2017,Beaconsfield,Longwood,379
2017,Butler,Riverside,0
2017,Wonderland,Massachusetts Ave.,203
2017,Suffolk Downs,Englewood Ave.,3
2017,Northeastern University,Newton Highlands,13
2017,Courthouse,Fenway,5
2017,Beachmont,Stony Brook,8
2017,Forest Hills,Tufts Medical Center,1582
2017,Symphony,Central,170
2017,Coolidge Corner,Ruggles,20
2017,Bowdoin,Fenway,3
2017,Englewood Ave.,Pleasant Street,0
2017,Kent Street,Jackson Square,0
2017,Back of the Hill,Copley,50
2017,Boston Univ. West,Airport,11
2017,Broadway,Pleasant Street,10
2017,Brookline Hills,South Station,96
2017,Harvard,Mission Park,26
2017,JFK/Umass,Mission Park,54
2017,Mattapan,Malden Center,7
2017,Newton Centre,Riverside,110
2017,Brandon Hall,Wollaston,0
2017,Mattapan,Downtown Crossing,105
2017,Washington Street,World Trade Center,6
2017,Lechmere,Heath Street,43
2017,Stony Brook,Newton Centre,3
2017,Warren Street,Arlington,155
2017,Chestnut Hill Ave.,Jackson Square,0
2017,Butler,Sullivan Square,0
2017,Saint Mary Street,Warren Street,5
2017,Valley Road,Ashmont,50
2017,Boston Univ. Central,Valley Road,1
2017,Wood Island,Lechmere,127
2017,Boston Univ. East,World Trade Center,7
2017,Sullivan Square,Harvard Ave.,45
2017,Packards Corner,North Quincy,41
2017,Blandford Street,Cleveland Circle,2
2017,Beachmont,Green Street,15
2017,Boston Univ. East,Boston College,30
2017,Charles/MGH,Butler,1
2017,Kent Street,Pleasant Street,0
2017,Sullivan Square,Coolidge Corner,62
2017,Bowdoin,Savin Hill,7
2017,Suffolk Downs,Tappan Street,4
2017,Longwood,Arlington,195
2017,Ashmont,Massachusetts Ave.,216
2017,Charles/MGH,Boylston,119
2017,Government Center,Symphony,582
2017,Jackson Square,Broadway,168
2017,Sullivan Square,Englewood Ave.,7
2017,Boston Univ. West,Babcock Street,28
2017,Packards Corner,Eliot,7
2017,Allston Street,Aquarium,13
2017,Ruggles,Kent Street,1
2017,Museum of Fine Arts,JFK/Umass,63
2017,Bowdoin,Englewood Ave.,2
2017,Woodland,Hawes Street,0
2017,Brookline Village,Beachmont,20
2017,North Station,Museum of Fine Arts,406
2017,Ashmont,Aquarium,25
2017,Fenwood Road,Museum of Fine Arts,29
2017,Woodland,Boston Univ. East,0
2017,Ashmont,Stony Brook,41
2017,Eliot,Woodland,27
2017,Museum of Fine Arts,Back of the Hill,17
2017,Wonderland,Davis,65
2017,North Station,Hynes Convention Center,1344
2017,Boylston,Community College,69
2017,Saint Mary Street,North Station,200
2017,Braintree,Alewife,153
2017,Mattapan,Airport,4
2017,North Station,Aquarium,173
2017,Boylston,Babcock Street,272
2017,Fenwood Road,Mattapan,0
2017,Government Center,Tappan Street,158
2017,Wood Island,Chestnut Hill,7
2017,Government Center,Brookline Village,388
2017,Wood Island,Packards Corner,5
2017,Assembly,Oak Grove,352
2017,Washington Street,Roxbury Crossing,34
2017,Chestnut Hill,Pleasant Street,14
2017,Lechmere,South Station,519
2017,Hynes Convention Center,Symphony,371
2017,Ashmont,Back of the Hill,1
2017,Riverside,Beachmont,27
2017,State Street,Pleasant Street,1
2017,Alewife,Green Street,96
2017,Porter,Longwood,100
2017,Stony Brook,Harvard,568
2017,Packards Corner,Fairbanks Street,0
2017,Kenmore,Science Park,135
2017,Ashmont,Sutherland Road,7
2017,Reservoir,South Street,0
2017,Jackson Square,Copley,8
2017,Mission Park,Porter,9
2017,Copley,Northeastern University,1275
2017,Roxbury Crossing,Ashmont,237
2017,Washington Street,Mission Park,0
2017,Sutherland Road,South Street,30
2017,Orient Heights,Copley,614
2017,Porter,Back Bay,399
2017,Symphony,Griggs Street,9
2017,Broadway,Jackson Square,167
2017,Ruggles,Woodland,7
2017,Brookline Village,Boylston,468
2017,Wonderland,Longwood,53
2017,State Street,Beachmont,2628
2017,Babcock Street,Back Bay,3
2017,Airport,Tufts Medical Center,403
2017,Newton Centre,Wood Island,4
2017,Andrew,Kendall/MIT,817
2017,North Quincy,Boston Univ. East,12
2017,Newton Highlands,Oak Grove,6
2017,Savin Hill,Braintree,31
2017,Mattapan,Haymarket,34
2017,Back of the Hill,Braintree,0
2017,Cleveland Circle,Brandon Hall,15
2017,Allston Street,Washington Street,79
2017,South Station,Capen Street,13
2017,Maverick,Wollaston,67
2017,Blandford Street,Chiswick Road,60
2017,Copley,Oak Grove,192
2017,Wellington,Riverway,15
2017,Central,Saint Mary Street,64
2017,Chiswick Road,Hynes Convention Center,232
2017,South Street,Central,6
2017,Mattapan,Andrew,14
2017,Broadway,Waban,6
2017,Warren Street,Green Street,4
2017,Reservoir,Griggs Street,4
2017,Heath Street,Fields Corner,9
2017,Fenway,Government Center,571
2017,Valley Road,Braintree,0
2017,Babcock Street,Boston Univ. West,39
2017,Saint Paul Street,Griggs Street,105
2017,Davis,Harvard,8822
2017,Saint Paul Street,Sullivan Square,13
2017,JFK/Umass,Massachusetts Ave.,375
2017,Saint Mary Street,Fenway,8
2017,Massachusetts Ave.,Davis,217
2017,Heath Street,Northeastern University,209
2017,Boston College,Boston Univ. Central,60
2017,Ashmont,Chinatown,29
2017,Saint Mary Street,Cleveland Circle,165
2017,Newton Highlands,North Quincy,3
2017,Longwood Medical Area,World Trade Center,11
2017,Washington Square,Warren Street,0
2017,Harvard,North Station,1541
2017,Cleveland Circle,Green Street,2
2017,Museum of Fine Arts,Stony Brook,3
2017,Porter,Babcock Street,20
2017,Roxbury Crossing,Boston Univ. Central,5
2017,Beachmont,Brandon Hall,4
2017,Park Street,Charles/MGH,976
2017,Sullivan Square,Riverside,26
2017,Coolidge Corner,Haymarket,377
2017,Wellington,Mission Park,11
2017,Boston Univ. Central,Kenmore,245
2017,Back Bay,Braintree,299
2017,Sullivan Square,Porter,110
2017,Kent Street,Airport,16
2017,Wonderland,Washington Street,7
2017,Pleasant Street,Kendall/MIT,22
2017,Longwood Medical Area,Riverside,9
2017,Blandford Street,Mission Park,0
2017,Northeastern University,Ashmont,28
2017,Arlington,Prudential,277
2017,Beachmont,Brookline Hills,6
2017,Sullivan Square,Quincy Adams,48
2017,Park Street,Arlington,1521
2017,Kenmore,Copley,4166
2017,Wood Island,Longwood,7
2017,Boston Univ. West,Cleveland Circle,0
2017,Pleasant Street,Coolidge Corner,7
2017,Stony Brook,Boston Univ. West,5
2017,Charles/MGH,Dean Road,23
2017,Summit Ave.,Riverside,19
2017,Boston College,Boston Univ. West,25
2017,Braintree,Shawmut,67
2017,Griggs Street,Eliot,1
2017,Boston Univ. West,Arlington,52
2017,Chiswick Road,Blandford Street,66
2017,Blandford Street,Back of the Hill,0
2017,Jackson Square,State Street,1411
2017,Warren Street,Airport,19
2017,World Trade Center,Malden Center,136
2017,Lechmere,Eliot,11
2017,Washington Street,Wellington,13
2017,Back Bay,Pleasant Street,6
2017,Aquarium,Sullivan Square,155
2017,Eliot,Pleasant Street,3
2017,Mattapan,Ashmont,170
2017,Saint Mary Street,Newton Highlands,2
2017,Babcock Street,Butler,0
2017,Airport,Maverick,1589
2017,Malden Center,Oak Grove,610
2017,Babcock Street,Fenwood Road,1
2017,Washington Street,Savin Hill,6
2017,Boston Univ. Central,South Street,42
2017,Prudential,Haymarket,946
2017,Boston Univ. East,South Street,28
2017,Quincy Adams,Tufts Medical Center,168
2017,Waban,Blandford Street,0
2017,Harvard Ave.,JFK/Umass,108
2017,Harvard Ave.,Butler,0
2017,Kent Street,Saint Mary Street,32
2017,Saint Mary Street,Chestnut Hill,0
2017,Courthouse,Mattapan,9
2017,Chiswick Road,Porter,3
2017,Wellington,Wollaston,85
2017,Courthouse,Washington Square,7
2017,Tufts Medical Center,Revere Beach,179
2017,Science Park,Prudential,137
2017,Copley,Boston Univ. West,298
2017,Haymarket,Washington Street,82
2017,Broadway,Malden Center,252
2017,Shawmut,Brookline Village,19
2017,Bowdoin,Back Bay,77
2017,Boylston,Quincy Center,136
2017,Butler,Courthouse,7
2017,Fairbanks Street,Porter,2
2017,Saint Mary Street,Longwood,3
2017,Boston Univ. Central,Davis,58
2017,Washington Street,Sullivan Square,39
2017,State Street,Kent Street,5
2017,Porter,Beaconsfield,21
2017,Chinatown,Hawes Street,1
2017,Charles/MGH,Pleasant Street,23
2017,Savin Hill,Boston Univ. East,3
2017,Massachusetts Ave.,Babcock Street,3
2017,Haymarket,Brigham Circle,294
2017,Waban,Beachmont,3
2017,Tappan Street,Fenway,0
2017,Beaconsfield,Packards Corner,4
2017,Boston Univ. Central,Saint Paul Street,186
2017,Government Center,Reservoir,384
2017,Roxbury Crossing,Broadway,150
2017,Assembly,Dean Road,8
2017,Butler,Tufts Medical Center,7
2017,Chiswick Road,Haymarket,23
2017,Kenmore,Quincy Adams,1591
2017,Green Street,Saint Mary Street,14
2017,Dean Road,Beachmont,1
2017,Wollaston,Roxbury Crossing,47
2017,North Station,Jackson Square,888
2017,Sutherland Road,Blandford Street,91
2017,Back Bay,Hynes Convention Center,14
2017,Warren Street,Porter,12
2017,Saint Paul Street,World Trade Center,8
2017,Fenwood Road,Blandford Street,0
2017,Boston Univ. Central,Wollaston,36
2017,Massachusetts Ave.,Central,325
2017,North Station,Prudential,1013
2017,Newton Highlands,Brandon Hall,0
2017,Orient Heights,Northeastern University,54
2017,Back Bay,Wollaston,534
2017,Tufts Medical Center,South Street,1
2017,Shawmut,Ashmont,263
2017,Reservoir,Back Bay,0
2017,Hynes Convention Center,Jackson Square,71
2017,Chinatown,Heath Street,7
2017,North Station,Charles/MGH,161
2017,Charles/MGH,North Station,158
2017,Alewife,JFK/Umass,1017
2017,Park Street,Longwood,413
2017,Waban,Museum of Fine Arts,3
2017,Eliot,Saint Paul Street,1
2017,Beachmont,Park Street,189
2017,Waban,Eliot,26
2017,Downtown Crossing,Harvard Ave.,125
2017,Hynes Convention Center,Museum of Fine Arts,56
2017,Chestnut Hill Ave.,Chestnut Hill Ave.,7
2017,Chinatown,Charles/MGH,127
2017,Englewood Ave.,Beaconsfield,1
2017,Science Park,Boston College,3
2017,South Street,World Trade Center,0
2017,Newton Highlands,Savin Hill,10
2017,Porter,South Station,3710
2017,Park Street,Harvard,7539
2017,Assembly,Harvard Ave.,35
2017,Washington Square,Wonderland,3
2017,Braintree,Beachmont,4
2017,Stony Brook,Science Park,1
2017,Reservoir,Englewood Ave.,1
2017,Boston College,Pleasant Street,25
2017,Oak Grove,Symphony,2
2017,Symphony,Shawmut,39
2017,Coolidge Corner,Charles/MGH,165
2017,Coolidge Corner,Symphony,32
2017,Pleasant Street,Andrew,14
2017,Revere Beach,Tufts Medical Center,207
2017,Prudential,Prudential,3
2017,Ashmont,Orient Heights,45
2017,Sullivan Square,Ruggles,957
2017,Massachusetts Ave.,Malden Center,1036
2017,Back of the Hill,Central,2
2017,Fenway,Braintree,87
2017,Savin Hill,Chinatown,19
2017,Courthouse,Griggs Street,4
2017,Suffolk Downs,Airport,267
2017,Green Street,Broadway,129
2017,Forest Hills,Kendall/MIT,564
2017,Warren Street,Oak Grove,2
2017,Hawes Street,Mission Park,0
2017,Downtown Crossing,Fenwood Road,22
2017,Kenmore,Ashmont,366
2017,Summit Ave.,Fields Corner,5
2017,Washington Square,Pleasant Street,1
2017,Coolidge Corner,Woodland,22
2017,JFK/Umass,Alewife,945
2017,Alewife,Wood Island,40
2017,Courthouse,Packards Corner,14
2017,Chestnut Hill,North Quincy,7
2017,Dean Road,Wollaston,1
2017,Park Street,Boston Univ. East,194
2017,Haymarket,Chestnut Hill,52
2017,Englewood Ave.,Boston Univ. West,0
2017,Griggs Street,Community College,33
2017,Sullivan Square,Government Center,1
2017,Saint Paul Street,Hawes Street,9
2017,Prudential,Hawes Street,6
2017,Bowdoin,Symphony,8
2017,Dean Road,South Station,63
2017,South Station,Northeastern University,171
2017,Summit Ave.,Wellington,9
2017,Longwood,Wollaston,70
2017,Sutherland Road,Chestnut Hill,0
2017,Harvard Ave.,North Station,161
2017,Longwood,Oak Grove,30
2017,Green Street,Ashmont,46
2017,Back of the Hill,Revere Beach,0
2017,Suffolk Downs,Beaconsfield,1
2017,Bowdoin,Harvard,32
2017,Stony Brook,Wellington,89
2017,Copley,Packards Corner,707
2017,Forest Hills,State Street,3131
2017,Wonderland,Braintree,27
2017,Wood Island,Roxbury Crossing,97
2017,Hawes Street,Sutherland Road,3
2017,Warren Street,Boston Univ. East,137
2017,Revere Beach,Griggs Street,4
2017,Northeastern University,Summit Ave.,3
2017,Longwood,Harvard,67
2017,JFK/Umass,Harvard,2001
2017,Northeastern University,Porter,72
2017,Science Park,Green Street,27
2017,Savin Hill,Haymarket,216
2017,Riverside,Broadway,21
2017,North Quincy,Massachusetts Ave.,127
2017,World Trade Center,Symphony,27
2017,Andrew,Braintree,292
2017,Government Center,Capen Street,0
2017,Massachusetts Ave.,Community College,600
2017,Ruggles,Wollaston,132
2017,Porter,Courthouse,233
2017,Porter,Mattapan,6
2017,Ashmont,Braintree,157
2017,Longwood,Alewife,83
2017,Boston Univ. Central,Stony Brook,11
2017,Fenway,Haymarket,176
2017,Eliot,Beachmont,8
2017,Harvard Ave.,Longwood Medical Area,17
2017,Sutherland Road,Northeastern University,20
2017,South Street,Haymarket,14
2017,Symphony,Andrew,51
2017,Washington Street,Malden Center,19
2017,Washington Street,Ruggles,1
2017,Lechmere,Capen Street,0
2017,Back of the Hill,Ruggles,2
2017,Beaconsfield,Orient Heights,3
2017,Mission Park,Brigham Circle,34
2017,Coolidge Corner,Cleveland Circle,506
2017,Pleasant Street,Washington Square,2
2017,Cleveland Circle,Fields Corner,19
2017,Coolidge Corner,North Quincy,62
2017,Warren Street,Mattapan,3
2017,Pleasant Street,Wellington,16
2017,Boston Univ. East,Arlington,125
2017,Boston Univ. West,Blandford Street,183
2017,Packards Corner,Summit Ave.,3
2017,Harvard,Jackson Square,421
2017,Science Park,Hynes Convention Center,116
2017,Alewife,Government Center,299
2017,Riverside,Park Street,1522
2017,Coolidge Corner,Porter,64
2017,Braintree,Lechmere,62
2017,Beaconsfield,Park Street,387
2017,Back of the Hill,Wood Island,0
2017,Maverick,Griggs Street,18
2017,Green Street,Revere Beach,34
2017,South Street,Longwood Medical Area,1
2017,Brandon Hall,Copley,135
2017,Porter,Saint Paul Street,11
2017,Sullivan Square,Symphony,2
2017,Prudential,Community College,88
2017,Porter,Malden Center,147
2017,Savin Hill,Shawmut,265
2017,Wonderland,Museum of Fine Arts,61
2017,Butler,World Trade Center,0
2017,JFK/Umass,Chiswick Road,14
2017,Charles/MGH,Airport,96
2017,Tappan Street,Dean Road,14
2017,Coolidge Corner,Fields Corner,64
2017,Blandford Street,Boylston,256
2017,Boylston,Griggs Street,348
2017,Wollaston,World Trade Center,200
2017,Eliot,Charles/MGH,71
2017,Wollaston,Orient Heights,14
2017,Haymarket,Forest Hills,1834
2017,Blandford Street,Green Street,10
2017,Haymarket,Park Street,1246
2017,Blandford Street,Community College,6
2017,Boston Univ. West,Broadway,10
2017,Fairbanks Street,Waban,2
2017,Reservoir,Reservoir,3
2017,Park Street,Riverway,190
2017,Longwood,Longwood Medical Area,3
2017,Haymarket,Wellington,2799
2017,Boston College,Haymarket,33
2017,Coolidge Corner,Jackson Square,22
2017,Fenway,Reservoir,588
2017,Museum of Fine Arts,Waban,3
2017,Kendall/MIT,Porter,6680
2017,Brookline Village,Warren Street,4
2017,Savin Hill,Cleveland Circle,3
2017,Beaconsfield,Sutherland Road,9
2017,Hynes Convention Center,Kenmore,1686
2017,Prudential,Fairbanks Street,1
2017,Massachusetts Ave.,Downtown Crossing,2794
2017,Boston Univ. Central,Aquarium,9
2017,Summit Ave.,Kendall/MIT,60
2017,Beaconsfield,Washington Square,3
2017,Reservoir,Wellington,20
2017,Griggs Street,Pleasant Street,75
2017,Valley Road,Capen Street,16
2017,Broadway,Aquarium,17
2017,Courthouse,Oak Grove,73
2017,Eliot,Central,40
2017,Kent Street,Longwood Medical Area,2
2017,Copley,Tappan Street,224
2017,Braintree,Community College,119
2017,Chestnut Hill,North Station,69
2017,Fields Corner,Central,727
2017,South Station,North Station,2012
2017,Warren Street,Beachmont,4
2017,Hynes Convention Center,Braintree,233
2017,Washington Street,Aquarium,9
2017,Saint Mary Street,Lechmere,31
2017,Mattapan,Milton,31
2017,Green Street,Jackson Square,501
2017,Riverside,Boston College,0
2017,Orient Heights,Sullivan Square,160
2017,Park Street,Warren Street,769
2017,World Trade Center,Airport,85
2017,Milton,Forest Hills,0
2017,Assembly,Maverick,359
2017,Newton Centre,Roxbury Crossing,3
2017,Beachmont,Saint Paul Street,16
2017,Arlington,Riverside,453
2017,Maverick,Forest Hills,430
2017,Airport,Pleasant Street,15
2017,Wonderland,JFK/Umass,284
2017,Allston Street,Maverick,29
2017,Coolidge Corner,Quincy Adams,19
2017,Wood Island,Jackson Square,52
2017,Saint Mary Street,Porter,35
2017,Charles/MGH,Shawmut,905
2017,Boston Univ. Central,Newton Centre,12
2017,Aquarium,Coolidge Corner,46
2017,State Street,Back of the Hill,1
2017,Sullivan Square,Babcock Street,7
2017,Mattapan,Wellington,1
2017,Fenwood Road,Quincy Adams,5
2017,Stony Brook,Riverside,19
2017,Washington Square,Boston Univ. East,0
2017,Tappan Street,Charles/MGH,34
2017,Blandford Street,Northeastern University,10
2017,Northeastern University,Waban,0
2017,Harvard,Alewife,6518
2017,Boston Univ. East,Waban,2
2017,Reservoir,Kenmore,443
2017,Braintree,Eliot,2
2017,Riverway,Beachmont,1
2017,Sullivan Square,Community College,1310
2017,Reservoir,Hawes Street,0
2017,Newton Highlands,Wood Island,12
2017,Forest Hills,Ashmont,505
2017,Prudential,Kenmore,92
2017,Kendall/MIT,Kendall/MIT,6
2017,Wonderland,Quincy Center,67
2017,Beaconsfield,Kendall/MIT,62
2017,Davis,Quincy Center,313
2017,Sutherland Road,Science Park,0
2017,Boston Univ. East,Fairbanks Street,0
2017,Riverway,Broadway,15
2017,Harvard,Airport,856
2017,Boylston,Courthouse,7
2017,North Quincy,Boston Univ. West,25
2017,Summit Ave.,Fenwood Road,1
2017,Suffolk Downs,Boylston,51
2017,Community College,Courthouse,22
2017,Kenmore,Beaconsfield,280
2017,Coolidge Corner,Allston Street,10
2017,Museum of Fine Arts,Harvard,306
2017,Broadway,Woodland,4
2017,Forest Hills,Assembly,219
2017,Fields Corner,Davis,279
2017,Babcock Street,Orient Heights,24
2017,Boston Univ. East,Museum of Fine Arts,8
2017,Boston College,Summit Ave.,2
2017,Kendall/MIT,Chestnut Hill Ave.,5
2017,Woodland,Capen Street,0
2017,Mission Park,Hynes Convention Center,19
2017,Lechmere,Lechmere,3
2017,Coolidge Corner,State Street,0
2017,Sutherland Road,Boston Univ. East,124
2017,Science Park,Oak Grove,25
2017,Kent Street,Washington Street,0
2017,Savin Hill,Andrew,381
2017,Ruggles,Lechmere,72
2017,Riverway,Brookline Village,0
2017,Copley,South Station,1136
2017,Fenwood Road,World Trade Center,3
2017,Coolidge Corner,Heath Street,6
2017,Saint Mary Street,Wellington,46
2017,Park Street,Harvard Ave.,1649
2017,Boston College,Longwood Medical Area,8
2017,Warren Street,Forest Hills,24
2017,Tufts Medical Center,Copley,11
2017,Haymarket,Aquarium,83
2017,Valley Road,Community College,0
2017,Community College,Roxbury Crossing,514
2017,Tufts Medical Center,Massachusetts Ave.,1753
2017,Fenwood Road,Maverick,16
2017,North Quincy,Riverway,3
2017,Porter,North Station,334
2017,Downtown Crossing,Kendall/MIT,3528
2017,Revere Beach,Science Park,15
2017,Braintree,Harvard,678
2017,Saint Paul Street,Quincy Adams,27
2017,Riverside,Boston Univ. West,25
2017,Butler,Kendall/MIT,8
2017,Brandon Hall,Northeastern University,0
2017,JFK/Umass,Riverway,18
2017,Park Street,Northeastern University,655
2017,Government Center,Davis,330
2017,Northeastern University,Oak Grove,4
2017,Symphony,Prudential,313
2017,Alewife,Maverick,180
2017,Butler,Downtown Crossing,0
2017,Science Park,Roxbury Crossing,33
2017,Porter,Central,4784
2017,Wonderland,Back of the Hill,5
2017,World Trade Center,Longwood Medical Area,14
2017,Porter,Kendall/MIT,6652
2017,Saint Mary Street,Braintree,12
2017,Babcock Street,Brookline Village,5
2017,South Station,Malden Center,950
2017,North Station,World Trade Center,143
2017,Washington Street,Chestnut Hill Ave.,164
2017,Museum of Fine Arts,Valley Road,0
2017,Davis,Cleveland Circle,7
2017,Aquarium,JFK/Umass,145
2017,Griggs Street,Coolidge Corner,7
2017,JFK/Umass,World Trade Center,213
2017,North Station,Airport,524
2017,Prudential,Back of the Hill,31
2017,Coolidge Corner,Back of the Hill,0
2017,Pleasant Street,Chiswick Road,61
2017,Beaconsfield,Science Park,4
2017,Wellington,Broadway,213
2017,Fairbanks Street,Washington Square,5
2017,Charles/MGH,Forest Hills,395
2017,Orient Heights,Boylston,345
2017,JFK/Umass,Arlington,436
2017,Haymarket,Butler,0
2017,Cleveland Circle,Science Park,4
2017,Chestnut Hill Ave.,Prudential,4
2017,Mattapan,Capen Street,220
2017,Longwood Medical Area,Cleveland Circle,1
