year,importer1,importer2,flow1
2017,Sullivan Square,Wonderland,183
2017,Washington Street,Stony Brook,8
2017,Washington Square,Summit Ave.,63
2017,Brigham Circle,Wonderland,100
2017,Bowdoin,Longwood Medical Area,7
2017,Haymarket,Central,1201
2017,Coolidge Corner,Packards Corner,17
2017,Tappan Street,Government Center,155
2017,Porter,Haymarket,452
2017,Central,Jackson Square,264
2017,Kendall/MIT,North Quincy,1290
2017,South Station,Downtown Crossing,2669
2017,Stony Brook,Beachmont,10
2017,Kenmore,Saint Paul Street,388
2017,Mission Park,Wellington,6
2017,Summit Ave.,Hawes Street,20
2017,Davis,Warren Street,15
2017,Ruggles,Beaconsfield,5
2017,Science Park,Coolidge Corner,38
2017,Blandford Street,Airport,15
2017,Englewood Ave.,Chestnut Hill Ave.,3
2017,Hynes Convention Center,Arlington,808
2017,Assembly,Alewife,56
2017,Riverside,Riverway,0
2017,Fairbanks Street,Cleveland Circle,20
2017,Longwood Medical Area,Boston Univ. East,6
2017,Government Center,Prudential,756
2017,Saint Mary Street,Washington Street,3
2017,Suffolk Downs,Massachusetts Ave.,38
2017,North Quincy,Stony Brook,41
2017,Kent Street,Mattapan,0
2017,Savin Hill,Prudential,52
2017,Saint Mary Street,Woodland,4
2017,Aquarium,Dean Road,6
2017,Fenwood Road,Ashmont,17
2017,Arlington,Kent Street,65
2017,Quincy Center,Washington Street,28
2017,Haymarket,Washington Square,75
2017,Washington Street,Griggs Street,134
2017,Orient Heights,State Street,4279
2017,Symphony,Packards Corner,19
2017,Government Center,Warren Street,118
2017,Davis,Reservoir,42
2017,Maverick,Beaconsfield,11
2017,Allston Street,Davis,10
2017,Quincy Center,North Quincy,2322
2017,Beaconsfield,Massachusetts Ave.,3
2017,Green Street,Tappan Street,3
2017,Sullivan Square,Charles/MGH,216
2017,Blandford Street,Chestnut Hill Ave.,41
2017,Courthouse,Northeastern University,8
2017,Brookline Hills,Fenway,335
2017,Central Ave.,Mattapan,51
2017,Summit Ave.,Tappan Street,75
2017,Fenwood Road,Government Center,41
2017,Fairbanks Street,Coolidge Corner,95
2017,Charles/MGH,Coolidge Corner,144
2017,Museum of Fine Arts,World Trade Center,23
2017,Central,State Street,268
2017,Valley Road,Packards Corner,0
2017,Roxbury Crossing,Fenway,8
2017,Park Street,Saint Paul Street,585
2017,Jackson Square,Washington Square,1
2017,State Street,Fields Corner,161
2017,Savin Hill,Pleasant Street,6
2017,Downtown Crossing,Back of the Hill,9
2017,Beaconsfield,Harvard,47
2017,State Street,Massachusetts Ave.,1770
2017,Forest Hills,Reservoir,64
2017,Revere Beach,Riverway,10
2017,Packards Corner,Government Center,148
2017,Wonderland,Suffolk Downs,81
2017,Back of the Hill,Reservoir,0
2017,Suffolk Downs,Washington Street,1
2017,Savin Hill,Green Street,28
2017,North Quincy,Boston College,6
2017,JFK/Umass,Kent Street,17
2017,JFK/Umass,Pleasant Street,17
2017,Brookline Hills,Central,59
2017,Jackson Square,JFK/Umass,349
2017,Harvard,Longwood Medical Area,194
2017,Newton Highlands,Park Street,422
2017,Science Park,Riverside,10
2017,Massachusetts Ave.,Tufts Medical Center,1394
2017,Museum of Fine Arts,Boston Univ. East,8
2017,Bowdoin,World Trade Center,2
2017,Waban,Wood Island,5
2017,North Quincy,Washington Street,21
2017,Riverside,Reservoir,359
2017,Fenway,Charles/MGH,141
2017,Coolidge Corner,Wollaston,55
2017,Arlington,Lechmere,763
2017,Mission Park,Airport,21
2017,Wollaston,Washington Square,6
2017,Fairbanks Street,Community College,2
2017,Fields Corner,Harvard,669
2017,Ashmont,Riverside,65
2017,Aquarium,Wellington,207
2017,North Station,Park Street,1996
2017,World Trade Center,Washington Street,9
2017,Kendall/MIT,Assembly,179
2017,Prudential,Butler,0
2017,Quincy Center,Massachusetts Ave.,209
2017,Northeastern University,Washington Square,17
2017,Mission Park,Boston Univ. Central,7
2017,Beachmont,Fenway,27
2017,Davis,Forest Hills,165
2017,Brookline Hills,Revere Beach,11
2017,Chestnut Hill,Jackson Square,7
2017,Harvard Ave.,Courthouse,21
2017,Ruggles,Haymarket,1542
2017,Washington Square,Englewood Ave.,93
2017,Broadway,Longwood,46
2017,Boston College,Harvard Ave.,360
2017,Saint Mary Street,Forest Hills,14
2017,Massachusetts Ave.,Brookline Hills,1
2017,Warren Street,Boston College,140
2017,Packards Corner,Wellington,43
2017,Warren Street,Brookline Hills,5
2017,Government Center,Central Ave.,0
2017,Coolidge Corner,Sullivan Square,73
2017,Washington Street,JFK/Umass,41
2017,Copley,Waban,163
2017,Maverick,Courthouse,4
2017,Beachmont,Lechmere,168
2017,Beaconsfield,Woodland,75
2017,Sutherland Road,Central,12
2017,Back of the Hill,Porter,3
2017,Fields Corner,South Station,1904
2017,Braintree,Science Park,16
2017,Mission Park,Museum of Fine Arts,67
2017,Tappan Street,Jackson Square,0
2017,Ruggles,Saint Mary Street,6
2017,Riverway,Warren Street,1
2017,Wood Island,Shawmut,19
2017,Washington Square,Northeastern University,27
2017,Charles/MGH,Savin Hill,546
2017,Aquarium,Bowdoin,381
2017,Ashmont,Kendall/MIT,1541
2017,Charles/MGH,North Quincy,1393
2017,Community College,Boston College,5
2017,State Street,Fenway,23
2017,Copley,Newton Centre,410
2017,Andrew,Lechmere,155
2017,Science Park,Chestnut Hill,7
2017,Blandford Street,Waban,0
2017,Boylston,Forest Hills,63
2017,Saint Paul Street,Arlington,261
2017,Hawes Street,Coolidge Corner,75
2017,Dean Road,Orient Heights,0
2017,Mission Park,Riverway,11
2017,South Street,Chestnut Hill Ave.,20
2017,Copley,Cleveland Circle,141
2017,Wollaston,Pleasant Street,9
2017,Eliot,Forest Hills,7
2017,Chinatown,Brookline Hills,4
2017,Boston Univ. East,Sutherland Road,120
2017,Stony Brook,Beaconsfield,5
2017,Pleasant Street,Hawes Street,0
2017,Oak Grove,Aquarium,90
2017,Wellington,Northeastern University,6
2017,Packards Corner,Warren Street,204
2017,Symphony,Riverway,218
2017,Longwood Medical Area,Maverick,126
2017,Chestnut Hill Ave.,Green Street,0
2017,Braintree,Packards Corner,11
2017,Copley,Brigham Circle,625
2017,Kendall/MIT,Hawes Street,18
2017,Beachmont,Newton Highlands,13
2017,Park Street,Fenwood Road,116
2017,State Street,Government Center,184
2017,Davis,Kenmore,795
2017,Symphony,Pleasant Street,18
2017,Fenway,Revere Beach,61
2017,Savin Hill,Washington Square,6
2017,Riverway,Babcock Street,0
2017,Capen Street,Tufts Medical Center,0
2017,Heath Street,Beachmont,4
2017,Haymarket,Courthouse,33
2017,Longwood Medical Area,Quincy Adams,106
2017,Harvard Ave.,Northeastern University,78
2017,Alewife,Revere Beach,98
2017,Lechmere,Sullivan Square,312
2017,Back Bay,Green Street,2701
2017,Harvard Ave.,Davis,33
2017,Fields Corner,Dean Road,3
2017,JFK/Umass,Milton,1
2017,Reservoir,Assembly,11
2017,Saint Paul Street,Allston Street,105
2017,Sullivan Square,Packards Corner,33
2017,Fairbanks Street,Boston Univ. West,0
2017,Boston Univ. Central,Oak Grove,49
2017,Boylston,Airport,558
2017,Fairbanks Street,Harvard Ave.,1
2017,Roxbury Crossing,Griggs Street,6
2017,Riverside,Warren Street,8
2017,Riverside,Orient Heights,20
2017,Porter,Assembly,54
2017,Saint Paul Street,Waban,4
2017,Englewood Ave.,Park Street,302
2017,North Station,State Street,1958
2017,Assembly,Forest Hills,202
2017,Andrew,Park Street,1478
2017,Blandford Street,Wood Island,9
2017,Riverway,Heath Street,7
2017,World Trade Center,Newton Highlands,3
2017,Saint Paul Street,Forest Hills,32
2017,South Station,Chestnut Hill Ave.,15
2017,Harvard,Revere Beach,401
2017,Aquarium,Arlington,282
2017,Newton Highlands,Eliot,13
2017,Newton Centre,Fields Corner,21
2017,South Street,Kent Street,2
2017,North Quincy,Back of the Hill,1
2017,Shawmut,Mission Park,2
2017,Saint Paul Street,Wollaston,31
2017,Park Street,State Street,4
2017,Aquarium,Braintree,46
2017,Park Street,Heath Street,195
2017,South Station,Griggs Street,93
2017,Ashmont,Brookline Hills,20
2017,Park Street,Woodland,383
2017,World Trade Center,Aquarium,1
2017,Boston Univ. West,Fenwood Road,1
2017,Washington Street,Mattapan,3
2017,State Street,Green Street,1676
2017,Alewife,Sutherland Road,4
2017,State Street,Boston Univ. West,2
2017,Cleveland Circle,Revere Beach,3
2017,Museum of Fine Arts,Aquarium,44
2017,Washington Square,Davis,27
2017,Brandon Hall,Green Street,0
2017,Bowdoin,Community College,16
2017,Heath Street,Fenway,6
2017,Park Street,Washington Street,639
2017,Andrew,Valley Road,1
2017,Eliot,Griggs Street,1
2017,Bowdoin,Brigham Circle,8
2017,Andrew,Arlington,264
2017,Woodland,Brookline Village,156
2017,Boylston,Back Bay,15
2017,Wollaston,Babcock Street,14
2017,Wonderland,Blandford Street,18
2017,Milton,Braintree,5
2017,Massachusetts Ave.,Alewife,242
2017,Charles/MGH,Roxbury Crossing,187
2017,Bowdoin,Malden Center,43
2017,Newton Centre,Haymarket,83
2017,Kendall/MIT,Back of the Hill,4
2017,Oak Grove,Longwood Medical Area,66
2017,Packards Corner,Riverway,0
2017,Malden Center,Boston Univ. Central,64
2017,Prudential,Ruggles,4
2017,Longwood Medical Area,Pleasant Street,4
2017,Haymarket,Waban,14
2017,Fields Corner,World Trade Center,177
2017,Beachmont,Pleasant Street,4
2017,Butler,Ruggles,0
2017,JFK/Umass,Babcock Street,37
2017,Fenwood Road,Beachmont,0
2017,Shawmut,Northeastern University,9
2017,Courthouse,Blandford Street,5
2017,Revere Beach,Back Bay,595
2017,Warren Street,Kendall/MIT,40
2017,Stony Brook,Maverick,165
2017,Washington Street,Community College,37
2017,Haymarket,Alewife,678
2017,Revere Beach,Bowdoin,934
2017,Mattapan,Quincy Center,82
2017,Oak Grove,State Street,3940
2017,Brigham Circle,Boston Univ. West,3
2017,Wollaston,Warren Street,15
2017,Davis,Boston Univ. Central,55
2017,Wollaston,South Street,1
2017,Tappan Street,Forest Hills,3
2017,Longwood Medical Area,Airport,60
2017,Fenway,Capen Street,0
2017,Chestnut Hill Ave.,Griggs Street,62
2017,Beaconsfield,Quincy Adams,6
2017,South Station,Dean Road,46
2017,Saint Mary Street,Sullivan Square,29
2017,Sullivan Square,Quincy Center,195
2017,Quincy Center,World Trade Center,293
2017,Hynes Convention Center,Sutherland Road,318
2017,Fenway,Saint Paul Street,6
2017,Waban,Central,15
2017,Tappan Street,Eliot,2
2017,Fenwood Road,Coolidge Corner,1
2017,Airport,Cleveland Circle,17
2017,Saint Paul Street,Massachusetts Ave.,3
2017,Sullivan Square,Braintree,54
2017,JFK/Umass,Andrew,836
2017,Summit Ave.,Porter,2
2017,Malden Center,Washington Street,22
2017,Central,Copley,1232
2017,Wellington,Brookline Hills,11
2017,Arlington,Suffolk Downs,83
2017,Malden Center,Charles/MGH,388
2017,Maverick,JFK/Umass,479
2017,Fairbanks Street,Broadway,28
2017,Longwood Medical Area,Chestnut Hill Ave.,1
2017,Oak Grove,Copley,14
2017,South Street,Airport,0
2017,Davis,Chiswick Road,9
2017,Newton Highlands,North Station,29
2017,Sutherland Road,Griggs Street,66
2017,State Street,Braintree,116
2017,Aquarium,Charles/MGH,43
2017,Packards Corner,Cleveland Circle,0
2017,Riverside,South Station,207
2017,Malden Center,Wood Island,130
2017,Shawmut,State Street,55
2017,Eliot,Boston Univ. Central,1
2017,Davis,Kent Street,5
2017,Courthouse,Sullivan Square,45
2017,Waban,Allston Street,0
2017,Boston Univ. Central,Sutherland Road,208
2017,Savin Hill,Porter,106
2017,Haymarket,Riverside,189
2017,Shawmut,Central,458
2017,Tufts Medical Center,Prudential,5
2017,Chestnut Hill,Wollaston,7
2017,Dean Road,Community College,11
2017,Revere Beach,Massachusetts Ave.,184
2017,Malden Center,Beachmont,117
2017,Dean Road,Hynes Convention Center,244
2017,Babcock Street,Packards Corner,30
2017,Revere Beach,Newton Highlands,18
2017,Brigham Circle,Brandon Hall,0
2017,Jackson Square,Hynes Convention Center,9
2017,Tufts Medical Center,Boston College,2
2017,Heath Street,North Station,146
2017,Newton Centre,Shawmut,16
2017,Wonderland,Englewood Ave.,9
2017,Airport,Newton Highlands,53
2017,Fenway,North Quincy,80
2017,Copley,Shawmut,439
2017,Chinatown,Forest Hills,1315
2017,Wonderland,Broadway,115
2017,Brandon Hall,Arlington,58
2017,Assembly,Aquarium,83
2017,Sutherland Road,Harvard Ave.,313
2017,Reservoir,Community College,12
2017,Riverway,Englewood Ave.,0
2017,Beachmont,Boston Univ. East,12
2017,Summit Ave.,Airport,25
2017,Community College,Hawes Street,12
2017,Kendall/MIT,Boylston,349
2017,Wellington,Boston Univ. Central,15
2017,Stony Brook,Park Street,5
2017,Boylston,Englewood Ave.,177
2017,Longwood,Assembly,4
2017,Tappan Street,Fairbanks Street,18
2017,Coolidge Corner,Summit Ave.,102
2017,Massachusetts Ave.,Forest Hills,2021
2017,Brookline Village,JFK/Umass,81
2017,Tappan Street,Coolidge Corner,313
2017,JFK/Umass,Roxbury Crossing,237
2017,Brandon Hall,Prudential,2
2017,Harvard Ave.,Museum of Fine Arts,19
2017,Boston College,Forest Hills,0
2017,Bowdoin,Suffolk Downs,254
2017,Central Ave.,Forest Hills,0
2017,Allston Street,Pleasant Street,82
2017,Stony Brook,Longwood,5
2017,North Station,Englewood Ave.,98
2017,Waban,Science Park,4
2017,Packards Corner,Copley,712
2017,Wonderland,State Street,7313
2017,Massachusetts Ave.,Fenway,8
2017,Government Center,Milton,0
2017,Porter,Wollaston,151
2017,Massachusetts Ave.,Newton Highlands,4
2017,Chestnut Hill,Kent Street,0
2017,South Street,Hynes Convention Center,93
2017,Wood Island,Science Park,14
2017,Washington Square,Riverside,2
2017,Boston Univ. Central,JFK/Umass,52
2017,Symphony,Suffolk Downs,14
2017,Riverway,Back of the Hill,10
2017,Community College,Brookline Village,30
2017,Lechmere,Copley,1506
2017,Warren Street,Symphony,12
2017,Wellington,North Quincy,180
2017,Savin Hill,Chestnut Hill,10
2017,Revere Beach,World Trade Center,48
2017,Brandon Hall,Brookline Hills,0
2017,Lechmere,Kendall/MIT,104
2017,Kent Street,Broadway,6
2017,World Trade Center,Government Center,11
2017,Copley,Alewife,1120
2017,Washington Square,Boylston,336
2017,Beachmont,Boston Univ. Central,5
2017,Fields Corner,Community College,699
2017,Symphony,Maverick,140
2017,Massachusetts Ave.,Boston Univ. West,6
2017,Broadway,Quincy Center,933
2017,Shawmut,Wood Island,10
2017,North Station,Arlington,3242
2017,Boston Univ. Central,Hynes Convention Center,399
2017,Allston Street,Boston College,108
2017,Griggs Street,Boston College,136
2017,Hawes Street,Waban,1
2017,Tappan Street,Wellington,9
2017,Wollaston,Kendall/MIT,982
2017,Lechmere,Wellington,321
2017,Fenway,Wollaston,64
2017,Wellington,Longwood Medical Area,80
2017,Bowdoin,Ashmont,6
2017,Washington Street,Saint Paul Street,77
2017,Coolidge Corner,Airport,153
2017,Haymarket,Warren Street,59
2017,South Station,Saint Paul Street,120
2017,Porter,Fairbanks Street,6
2017,Symphony,Northeastern University,276
2017,Riverway,Wood Island,3
2017,Revere Beach,Kenmore,248
2017,Sutherland Road,Quincy Adams,3
2017,Alewife,Northeastern University,133
2017,Maverick,Wonderland,903
2017,Massachusetts Ave.,Warren Street,13
2017,Downtown Crossing,Government Center,28
2017,Chestnut Hill Ave.,Pleasant Street,52
2017,Symphony,Ruggles,7
2017,Fenwood Road,Stony Brook,0
2017,Saint Mary Street,Tappan Street,166
2017,Brigham Circle,Boylston,450
2017,World Trade Center,Riverside,19
2017,Savin Hill,Wellington,58
2017,Hawes Street,Ashmont,2
2017,Shawmut,Harvard,583
2017,Riverside,Aquarium,75
2017,State Street,Downtown Crossing,817
2017,Back Bay,Alewife,551
2017,Broadway,Museum of Fine Arts,31
2017,Savin Hill,Riverway,2
2017,Revere Beach,Porter,87
2017,Maverick,Maverick,15
2017,Reservoir,Ruggles,0
2017,Aquarium,Symphony,67
2017,Government Center,Kent Street,81
2017,Hynes Convention Center,Boston College,141
2017,Washington Street,Longwood,7
2017,Courthouse,Arlington,56
2017,Riverway,Government Center,101
2017,Kenmore,Warren Street,469
2017,Fenway,Brookline Village,479
2017,Kent Street,Boston College,0
2017,Kenmore,Orient Heights,468
2017,Sullivan Square,Pleasant Street,16
2017,Fenwood Road,Sullivan Square,7
2017,Newton Centre,Assembly,10
2017,Boylston,Back of the Hill,20
2017,Capen Street,JFK/Umass,0
2017,Kenmore,Dean Road,94
2017,Coolidge Corner,Kent Street,28
2017,Government Center,Roxbury Crossing,90
2017,Milton,Downtown Crossing,0
2017,Fenwood Road,Harvard Ave.,5
2017,Haymarket,Chestnut Hill Ave.,8
2017,State Street,Chestnut Hill Ave.,1
2017,Wollaston,Newton Highlands,5
2017,Aquarium,Revere Beach,1794
2017,Oak Grove,Courthouse,66
2017,South Street,Quincy Center,6
2017,Fields Corner,Pleasant Street,19
2017,Sullivan Square,Fairbanks Street,5
2017,Lechmere,Babcock Street,31
2017,Mission Park,Orient Heights,14
2017,Tufts Medical Center,Wollaston,348
2017,Woodland,Haymarket,41
2017,Hynes Convention Center,Heath Street,5
2017,Mission Park,Community College,16
2017,Mattapan,Central Ave.,135
2017,Harvard,Newton Highlands,56
2017,Blandford Street,Fairbanks Street,0
2017,Tufts Medical Center,South Station,109
2017,Tufts Medical Center,Pleasant Street,5
2017,Brandon Hall,Quincy Center,3
2017,Allston Street,Riverside,4
2017,Brandon Hall,Longwood Medical Area,0
2017,Boston Univ. Central,Park Street,321
2017,Mission Park,Central,34
2017,Airport,Fields Corner,167
2017,Brookline Village,Pleasant Street,7
2017,Hynes Convention Center,Pleasant Street,356
2017,Fairbanks Street,Andrew,8
2017,Washington Square,Newton Highlands,6
2017,Newton Centre,Kenmore,369
2017,Chinatown,Symphony,5
2017,Northeastern University,Newton Centre,13
2017,Newton Centre,Orient Heights,12
2017,Braintree,Orient Heights,26
2017,Cleveland Circle,Park Street,354
2017,Bowdoin,Reservoir,3
2017,Hawes Street,Tappan Street,16
2017,Aquarium,Wollaston,70
2017,Kendall/MIT,Central,5540
2017,Longwood Medical Area,Babcock Street,5
2017,Heath Street,Englewood Ave.,0
2017,Dean Road,Wellington,4
2017,Suffolk Downs,North Quincy,9
2017,Woodland,Community College,14
2017,Hynes Convention Center,Lechmere,329
2017,Beachmont,Longwood,24
2017,Pleasant Street,Wonderland,7
2017,Savin Hill,Alewife,68
2017,Chestnut Hill Ave.,Science Park,0
2017,Government Center,Aquarium,169
2017,Revere Beach,Ruggles,225
2017,Brigham Circle,Riverway,69
2017,Riverway,Aquarium,5
2017,Lechmere,Kenmore,708
2017,Blandford Street,Roxbury Crossing,0
2017,Central Ave.,Capen Street,15
2017,Hynes Convention Center,Chestnut Hill Ave.,85
2017,Green Street,Brookline Village,4
2017,Valley Road,North Station,0
2017,Back Bay,Brookline Village,17
2017,Beachmont,Dean Road,1
2017,State Street,Chinatown,499
2017,Quincy Adams,Chinatown,21
2017,Washington Square,Wollaston,8
2017,Sullivan Square,Chestnut Hill,21
2017,Valley Road,Fields Corner,0
2017,Sullivan Square,North Station,1963
2017,Davis,Ruggles,375
2017,Massachusetts Ave.,Boston Univ. Central,5
2017,Airport,Warren Street,20
2017,Hawes Street,Sullivan Square,8
2017,Brigham Circle,Wood Island,28
2017,Harvard Ave.,North Quincy,78
2017,Park Street,Lechmere,2043
2017,Suffolk Downs,Roxbury Crossing,29
2017,Park Street,World Trade Center,260
2017,Coolidge Corner,World Trade Center,17
2017,Oak Grove,Back Bay,3253
2017,Tappan Street,Oak Grove,2
2017,Kenmore,Kent Street,94
2017,Boston Univ. West,Tappan Street,3
2017,State Street,Riverside,19
2017,Quincy Adams,Saint Paul Street,20
2017,Braintree,Boston Univ. East,16
2017,Longwood Medical Area,Kendall/MIT,159
2017,Bowdoin,Northeastern University,3
2017,Porter,Summit Ave.,3
2017,Lechmere,Charles/MGH,25
2017,Braintree,Kendall/MIT,943
2017,Airport,Hynes Convention Center,562
2017,Brookline Hills,Oak Grove,17
2017,Wonderland,Oak Grove,26
2017,Airport,South Street,4
2017,Haymarket,Blandford Street,40
2017,Brigham Circle,Braintree,78
2017,Wollaston,Riverside,20
2017,Chinatown,Braintree,42
2017,Griggs Street,Wonderland,6
2017,Waban,Harvard,35
2017,Quincy Center,Harvard,1010
2017,Courthouse,Revere Beach,14
2017,Alewife,Washington Square,15
2017,Kendall/MIT,Symphony,201
2017,Stony Brook,Chestnut Hill,1
2017,Riverside,Mission Park,2
2017,Harvard,Boylston,523
2017,Arlington,Kenmore,1715
2017,Griggs Street,Babcock Street,50
2017,Maverick,Stony Brook,176
2017,Chestnut Hill,Cleveland Circle,0
2017,Oak Grove,Stony Brook,67
2017,Fenway,Hawes Street,0
2017,Woodland,Summit Ave.,3
2017,Davis,Central,6230
2017,Alewife,Broadway,616
2017,Mission Park,Courthouse,0
2017,Downtown Crossing,Washington Street,28
2017,Newton Centre,Harvard Ave.,36
2017,Cleveland Circle,Ruggles,3
2017,Lechmere,Fairbanks Street,18
2017,JFK/Umass,Braintree,1104
2017,Brandon Hall,Sullivan Square,3
2017,Ruggles,Shawmut,133
2017,Prudential,Malden Center,142
2017,Longwood Medical Area,Sutherland Road,7
2017,Malden Center,Ruggles,3807
2017,Malden Center,Ashmont,122
2017,Brookline Hills,Orient Heights,6
2017,Copley,Washington Street,485
2017,Back Bay,Savin Hill,259
2017,Davis,Babcock Street,33
2017,Mission Park,Broadway,11
2017,Harvard,Wonderland,464
2017,Washington Street,Hynes Convention Center,508
2017,Fields Corner,Woodland,19
2017,Museum of Fine Arts,Brandon Hall,1
2017,Chestnut Hill,Quincy Center,19
2017,Boylston,South Street,64
2017,Quincy Center,Sullivan Square,226
2017,Allston Street,Eliot,7
2017,Boylston,Fairbanks Street,112
2017,Haymarket,Kenmore,2067
2017,Aquarium,Beaconsfield,10
2017,Orient Heights,Allston Street,9
2017,Babcock Street,Green Street,16
2017,Downtown Crossing,Kent Street,12
2017,Brigham Circle,Babcock Street,5
2017,Milton,Valley Road,13
2017,Tappan Street,Allston Street,0
2017,JFK/Umass,Butler,3
2017,Reservoir,Capen Street,0
2017,Tufts Medical Center,Museum of Fine Arts,1
2017,Malden Center,Alewife,166
2017,Mission Park,Chestnut Hill,0
2017,Longwood Medical Area,Heath Street,96
2017,Savin Hill,Forest Hills,99
2017,Newton Centre,Longwood Medical Area,7
2017,South Station,South Street,23
2017,State Street,Packards Corner,14
2017,Longwood,Newton Highlands,174
2017,Davis,Downtown Crossing,5755
2017,Chestnut Hill Ave.,Roxbury Crossing,0
2017,Northeastern University,Brookline Village,7
2017,Mattapan,Park Street,0
2017,Broadway,Government Center,88
2017,World Trade Center,Courthouse,77
2017,Sutherland Road,Forest Hills,3
2017,Harvard,Boston Univ. West,29
2017,Hynes Convention Center,Alewife,622
2017,Kent Street,Brookline Hills,3
2017,Boston Univ. West,Eliot,0
2017,Back of the Hill,Community College,2
2017,Science Park,Back of the Hill,0
2017,Back Bay,Broadway,238
2017,Capen Street,Central,0
2017,Government Center,Saint Mary Street,383
2017,North Station,Coolidge Corner,317
2017,Central,Northeastern University,118
2017,Saint Paul Street,Shawmut,15
2017,Fenway,Fenwood Road,1
2017,Wood Island,Newton Highlands,5
2017,State Street,Jackson Square,1249
2017,Hynes Convention Center,Brookline Village,660
2017,Chiswick Road,Boston Univ. Central,161
2017,Boston Univ. Central,Orient Heights,12
2017,Harvard,Stony Brook,546
2017,Pleasant Street,Stony Brook,13
2017,Prudential,Wood Island,58
2017,Alewife,Quincy Adams,145
2017,Boston College,Blandford Street,49
2017,Riverway,Fairbanks Street,1
2017,Chiswick Road,Northeastern University,18
2017,Harvard Ave.,Central Ave.,0
2017,Savin Hill,South Station,1633
2017,Suffolk Downs,Government Center,263
2017,Washington Square,Science Park,8
2017,Capen Street,Quincy Adams,0
2017,Brookline Hills,Butler,0
2017,Courthouse,Brookline Village,6
2017,Blandford Street,Riverside,2
2017,Suffolk Downs,Malden Center,27
2017,Sutherland Road,Brookline Village,3
2017,Haymarket,Jackson Square,949
2017,North Station,Dean Road,59
2017,Andrew,Prudential,63
2017,State Street,Charles/MGH,105
2017,Braintree,Quincy Center,820
2017,Tufts Medical Center,Wonderland,366
2017,Shawmut,Roxbury Crossing,64
2017,Butler,Porter,4
2017,Newton Centre,Prudential,12
2017,Alewife,Boston College,5
2017,Newton Highlands,Brookline Hills,26
2017,Fenwood Road,Kent Street,0
2017,Hawes Street,Assembly,0
2017,Boston College,Central,13
2017,Chiswick Road,Suffolk Downs,3
2017,Beachmont,Davis,87
2017,Wellington,North Station,2556
2017,Lechmere,Warren Street,37
2017,Kendall/MIT,Allston Street,68
2017,Brookline Village,Englewood Ave.,3
2017,Beaconsfield,Arlington,154
2017,Northeastern University,Kenmore,40
2017,Bowdoin,Woodland,2
2017,Chinatown,Newton Centre,9
2017,Heath Street,Tufts Medical Center,3
2017,North Station,Beaconsfield,75
2017,Wonderland,Sullivan Square,148
2017,Mattapan,Assembly,3
2017,Beachmont,Bowdoin,1182
2017,Porter,Warren Street,12
2017,Oak Grove,Kenmore,837
2017,Beaconsfield,Fields Corner,3
2017,Beachmont,Sutherland Road,1
2017,Wood Island,World Trade Center,45
2017,Ashmont,Davis,358
2017,South Street,Shawmut,0
2017,Dean Road,North Quincy,4
2017,Fenway,Kent Street,1
2017,Orient Heights,Fenway,35
2017,Longwood,Mattapan,0
2017,Northeastern University,Boston Univ. West,5
2017,Longwood,Chiswick Road,2
2017,Brookline Village,Symphony,27
2017,Oak Grove,Andrew,79
2017,Copley,Museum of Fine Arts,684
2017,Allston Street,Brookline Hills,0
2017,Reservoir,Courthouse,16
2017,Stony Brook,Jackson Square,255
2017,Beaconsfield,Griggs Street,0
2017,Chiswick Road,Boston Univ. East,62
2017,Mission Park,Northeastern University,340
2017,Eliot,Courthouse,0
2017,Riverway,Lechmere,39
2017,Newton Highlands,Allston Street,10
2017,Chinatown,Riverside,11
2017,Arlington,Courthouse,43
2017,Tufts Medical Center,North Station,1587
2017,Waban,Braintree,0
2017,Harvard Ave.,Saint Paul Street,171
2017,Lechmere,Waban,5
2017,Griggs Street,Fenway,2
2017,Riverside,Fields Corner,30
2017,South Station,Brigham Circle,172
2017,Hawes Street,Kendall/MIT,8
2017,Braintree,Hawes Street,9
2017,Ruggles,Braintree,172
2017,Washington Square,Riverway,0
2017,Beaconsfield,Revere Beach,4
2017,Packards Corner,Ruggles,0
2017,Boston Univ. Central,Butler,0
2017,Brandon Hall,Forest Hills,0
2017,Downtown Crossing,Copley,377
2017,Fields Corner,Shawmut,676
2017,Warren Street,Fields Corner,68
2017,Wood Island,Green Street,51
2017,Heath Street,Arlington,82
2017,World Trade Center,Brookline Hills,12
2017,Fenway,Riverside,600
2017,Science Park,Woodland,16
2017,Andrew,Capen Street,1
2017,Shawmut,Brigham Circle,39
2017,Brookline Village,Davis,48
2017,Kendall/MIT,Charles/MGH,3824
2017,Riverway,Riverside,3
2017,Fields Corner,Wollaston,88
2017,Savin Hill,Fields Corner,483
2017,Quincy Center,Boylston,121
2017,Beachmont,Longwood Medical Area,66
2017,Hynes Convention Center,Capen Street,0
2017,Griggs Street,Back of the Hill,0
2017,Assembly,Kent Street,4
2017,Saint Mary Street,Harvard Ave.,11
2017,Maverick,Babcock Street,30
2017,Downtown Crossing,Capen Street,10
2017,Maverick,Riverway,21
2017,Hynes Convention Center,North Station,1208
2017,Assembly,Boston Univ. West,11
2017,Newton Highlands,Ruggles,3
2017,Forest Hills,Riverside,35
2017,Park Street,Museum of Fine Arts,635
2017,Saint Paul Street,Aquarium,26
2017,Arlington,Charles/MGH,272
2017,Boylston,Davis,223
2017,Boston Univ. Central,Ashmont,41
