year,importer1,importer2,flow1
2017,Green,Blue,0
2017,Green,Green,1
2017,Green,Green,0
2017,Green,Red,37
2017,Green,Green,0
2017,Red,Blue,297
2017,Green,Orange,8
2017,Green,Blue,44
2017,Blue,Red,65
2017,Red,Red,4989
2017,Red,Green,306
2017,Green,Green,8
2017,Red,Green,9
2017,Red,Orange,29
2017,Red,Green,8
2017,Green,Orange,50
2017,Green,Red,55
2017,Blue,Blue,357
2017,Orange,Green,4
2017,Red,Orange,181
2017,Green,Orange,8
2017,Green,Green,686
2017,Green,Green,745
2017,Gray,Orange,60
2017,Orange,Green,15
2017,Green,Red,12
2017,Green,Black,382
2017,Orange,Blue,69
2017,Green,Green,912
2017,Red,Green,26
2017,Blue,Green,11
2017,Orange,Red,789
2017,Red,Red,7
2017,Green,Red,232
2017,Red,Green,23
2017,Green,Orange,18
2017,Green,Green,0
2017,Green,Red,8
2017,Red,Red,270
2017,Black,Green,44
2017,Orange,Green,6
2017,Green,Green,0
2017,Green,Blue,13
2017,Green,Green,14
2017,Green,Green,14
2017,Orange,Green,37
2017,Orange,Orange,246
2017,Red,Orange,327
2017,Green,Blue,17
2017,Green,Red,4
2017,Green,Red,1093
2017,Red,Green,12
2017,Green,Green,2
2017,Green,Green,4
2017,Green,Blue,27
2017,Green,Red,2
2017,Green,Red,57
2017,Green,Blue,2
2017,Red,Red,1
2017,Red,Red,1
2017,Green,Green,1
2017,Red,Green,42
2017,Green,Red,55
2017,Green,Orange,52
2017,Orange,Red,49
2017,Green,Blue,24
2017,Blue,Green,7
2017,Red,Green,3
2017,Orange,Orange,4
2017,Blue,Red,60
2017,Green,Green,4
2017,Green,Red,55
2017,Green,Green,24
2017,Green,Green,1
2017,Red,Green,31
2017,Green,Red,90
2017,Green,Blue,0
2017,Green,Orange,6
2017,Green,Red,0
2017,Black,Red,3306
2017,Orange,Red,331
2017,Blue,Gray,55
2017,Blue,Green,14
2017,Red,Green,4
2017,Green,Orange,0
2017,Green,Orange,0
2017,Red,Red,882
2017,Green,Green,12
2017,Green,Red,69
2017,Red,Green,6
2017,Green,Black,277
2017,Red,Red,0
2017,Green,Orange,4
2017,Green,Orange,2
2017,Green,Orange,63
2017,Blue,Green,201
2017,Green,Green,1
2017,Green,Green,69
2017,Black,Red,180
2017,Green,Red,0
2017,Red,Red,8379
2017,Green,Red,43
2017,Red,Green,16
2017,Green,Green,23
2017,Green,Red,18
2017,Blue,Green,5
2017,Red,Red,466
2017,Red,Black,5209
2017,Green,Green,9
2017,Green,Orange,0
2017,Black,Blue,75
2017,Red,Green,122
2017,Red,Green,143
2017,Green,Red,743
2017,Red,Black,326
2017,Green,Red,20
2017,Orange,Red,59
2017,Gray,Red,166
2017,Green,Red,11
2017,Green,Green,3
2017,Blue,Gray,4
2017,Orange,Green,2
2017,Green,Green,293
2017,Green,Red,12
2017,Green,Red,34
2017,Green,Red,165
2017,Green,Green,1
2017,Green,Blue,2
2017,Red,Red,16
2017,Green,Red,19
2017,Green,Green,2
2017,Green,Blue,5
2017,Orange,Blue,152
2017,Green,Blue,4
2017,Orange,Blue,366
2017,Orange,Green,3
2017,Green,Red,15
2017,Green,Green,0
2017,Green,Green,185
2017,Green,Green,1
2017,Red,Green,647
2017,Red,Green,5
2017,Green,Green,4
2017,Green,Green,43
2017,Green,Red,252
2017,Green,Green,2
2017,Blue,Red,9
2017,Green,Blue,64
2017,Red,Orange,172
2017,Gray,Orange,118
2017,Green,Green,4
2017,Red,Gray,185
2017,Red,Green,3
2017,Green,Blue,16
2017,Green,Green,6
2017,Green,Green,623
2017,Red,Red,1
2017,Green,Green,9
2017,Green,Green,2
2017,Green,Green,93
2017,Blue,Red,3
2017,Red,Orange,433
2017,Red,Green,5
2017,Orange,Orange,3908
2017,Red,Red,3
2017,Orange,Green,12
2017,Red,Red,5834
2017,Green,Green,0
2017,Orange,Red,167
2017,Green,Green,0
2017,Green,Blue,1
2017,Blue,Green,8
2017,Green,Red,0
2017,Red,Gray,361
2017,Red,Red,706
2017,Gray,Blue,16
2017,Red,Black,178
2017,Orange,Red,329
2017,Orange,Red,92
2017,Blue,Red,149
2017,Black,Red,5
2017,Green,Red,55
2017,Green,Red,18
2017,Green,Green,649
2017,Orange,Green,11
2017,Green,Red,25
2017,Green,Green,37
2017,Red,Green,8
2017,Gray,Orange,41
2017,Green,Red,16
2017,Green,Green,10
2017,Red,Red,0
2017,Green,Red,15
2017,Green,Red,11
2017,Green,Green,5
2017,Orange,Red,253
2017,Green,Green,22
2017,Green,Blue,3
2017,Gray,Orange,56
2017,Green,Green,0
2017,Red,Green,227
2017,Green,Green,239
2017,Green,Green,14
2017,Green,Blue,55
2017,Green,Red,15
2017,Orange,Green,32
2017,Gray,Red,31
2017,Green,Orange,37
2017,Red,Green,65
2017,Green,Orange,26
2017,Gray,Green,12
2017,Red,Green,20
2017,Green,Orange,36
2017,Blue,Green,84
2017,Red,Red,67
2017,Red,Orange,66
2017,Green,Orange,5
2017,Green,Orange,7
2017,Orange,Orange,884
2017,Green,Red,74
2017,Green,Blue,8
2017,Red,Green,13
2017,Blue,Blue,78
2017,Green,Green,2
2017,Green,Green,123
2017,Green,Green,6
2017,Green,Green,277
2017,Red,Green,32
2017,Red,Green,4
2017,Blue,Gray,45
2017,Green,Green,138
2017,Green,Red,26
2017,Orange,Orange,535
2017,Green,Green,474
2017,Red,Red,222
2017,Green,Orange,1179
2017,Green,Red,0
2017,Green,Green,1
2017,Green,Green,54
2017,Green,Green,126
2017,Green,Green,65
2017,Red,Green,28
2017,Blue,Green,8
2017,Green,Blue,21
2017,Green,Green,23
2017,Green,Green,196
2017,Red,Green,61
2017,Red,Green,7
2017,Blue,Green,4
2017,Green,Red,6
2017,Orange,Green,16
2017,Green,Green,0
2017,Green,Red,2
2017,Green,Red,14
2017,Orange,Red,481
2017,Green,Red,278
2017,Blue,Orange,328
2017,Green,Green,207
2017,Red,Red,0
2017,Red,Green,94
2017,Green,Red,3
2017,Orange,Green,3
2017,Red,Green,1
2017,Red,Green,485
2017,Red,Orange,20
2017,Green,Red,28
2017,Red,Green,14
2017,Green,Green,2
2017,Orange,Green,6
2017,Orange,Green,10
2017,Red,Gray,365
2017,Orange,Green,6
2017,Green,Red,81
2017,Red,Red,2049
2017,Green,Orange,16
2017,Green,Red,10
2017,Red,Red,0
2017,Red,Orange,0
2017,Black,Green,9
2017,Green,Green,179
2017,Green,Green,0
2017,Red,Red,6415
2017,Red,Orange,132
2017,Green,Blue,324
2017,Orange,Orange,276
2017,Red,Red,0
2017,Green,Green,22
2017,Green,Green,6
2017,Orange,Green,40
2017,Red,Green,238
2017,Red,Blue,77
2017,Green,Red,248
2017,Green,Green,97
2017,Red,Green,55
2017,Red,Green,0
2017,Green,Red,7
2017,Green,Green,117
2017,Green,Green,145
2017,Green,Red,0
2017,Green,Red,30
2017,Red,Orange,217
2017,Green,Green,30
2017,Green,Red,3
2017,Orange,Green,719
2017,Blue,Green,4
2017,Green,Gray,3
2017,Orange,Green,9
2017,Red,Blue,95
2017,Red,Green,0
2017,Green,Orange,0
2017,Red,Green,2
2017,Blue,Orange,77
2017,Green,Green,126
2017,Blue,Blue,377
2017,Red,Red,47
2017,Red,Green,61
2017,Red,Orange,13
2017,Green,Green,5
2017,Red,Green,63
2017,Red,Red,506
2017,Green,Green,734
2017,Green,Green,5
2017,Green,Green,1
2017,Green,Green,549
2017,Blue,Red,305
2017,Green,Red,47
2017,Orange,Orange,1969
2017,Green,Orange,9
2017,Green,Green,19
2017,Green,Orange,75
2017,Blue,Blue,1617
2017,Blue,Green,5
2017,Green,Green,1333
2017,Green,Green,107
2017,Green,Green,16
2017,Red,Red,14
2017,Orange,Green,16
2017,Orange,Green,28
2017,Blue,Red,36
2017,Green,Green,0
2017,Green,Orange,12
2017,Green,Red,0
2017,Orange,Green,16
2017,Green,Green,4
2017,Orange,Green,16
2017,Green,Red,46
2017,Green,Green,3
2017,Green,Red,17
2017,Orange,Gray,64
2017,Green,Green,166
2017,Black,Blue,779
2017,Green,Green,1
2017,Green,Green,124
2017,Green,Orange,19
2017,Orange,Green,2
2017,Black,Green,255
2017,Green,Red,0
2017,Gray,Orange,91
2017,Green,Blue,133
2017,Red,Green,22
2017,Blue,Green,6
2017,Orange,Green,1
2017,Green,Green,13
2017,Red,Gray,3
2017,Green,Green,0
2017,Blue,Orange,169
2017,Green,Orange,0
2017,Red,Orange,0
2017,Green,Green,1
2017,Green,Orange,2
2017,Orange,Orange,2302
2017,Red,Green,26
2017,Blue,Green,6
2017,Green,Red,49
2017,Red,Red,1393
2017,Orange,Green,49
2017,Green,Green,7
2017,Green,Green,353
2017,Orange,Red,294
2017,Green,Green,1
2017,Green,Green,8
2017,Red,Gray,130
2017,Green,Green,1
2017,Green,Green,231
2017,Green,Green,6
2017,Green,Blue,22
2017,Red,Orange,101
2017,Orange,Green,9
2017,Red,Blue,61
2017,Gray,Orange,35
2017,Red,Blue,42
2017,Green,Green,4
2017,Orange,Red,167
2017,Green,Green,3
2017,Green,Red,27
2017,Blue,Black,340
2017,Green,Green,239
2017,Orange,Green,3
2017,Red,Green,35
2017,Orange,Green,27
2017,Green,Blue,24
2017,Green,Green,1
2017,Red,Green,183
2017,Red,Orange,142
2017,Orange,Red,116
2017,Red,Orange,153
2017,Green,Green,52
2017,Green,Blue,2
2017,Red,Blue,40
2017,Green,Red,12
2017,Gray,Blue,6
2017,Green,Orange,12
2017,Blue,Orange,157
2017,Green,Green,3
2017,Green,Green,0
2017,Orange,Green,6
2017,Blue,Green,1
2017,Green,Green,3
2017,Green,Green,2
2017,Green,Green,205
2017,Green,Green,139
2017,Green,Green,3
2017,Green,Blue,10
2017,Green,Green,3
2017,Green,Gray,13
2017,Orange,Green,11
2017,Red,Red,808
2017,Red,Green,0
2017,Green,Green,187
2017,Red,Green,17
2017,Green,Red,21
2017,Green,Orange,3
2017,Blue,Green,34
2017,Red,Green,22
2017,Green,Orange,0
2017,Orange,Red,65
2017,Blue,Red,804
2017,Blue,Blue,2102
2017,Red,Green,7
2017,Red,Green,29
2017,Black,Green,2631
2017,Black,Green,515
2017,Green,Green,48
2017,Green,Red,41
2017,Green,Blue,0
2017,Orange,Orange,358
2017,Red,Green,26
2017,Green,Green,285
2017,Green,Green,13
2017,Green,Orange,135
2017,Blue,Green,2
2017,Green,Green,656
2017,Blue,Blue,4804
2017,Orange,Orange,285
2017,Green,Blue,12
2017,Orange,Blue,77
2017,Red,Orange,284
2017,Orange,Blue,195
2017,Green,Green,488
2017,Blue,Blue,1475
2017,Green,Orange,10
2017,Black,Green,26
2017,Red,Orange,358
2017,Red,Green,13
2017,Red,Red,170
2017,Green,Green,59
2017,Green,Green,2
2017,Blue,Green,6
2017,Blue,Green,75
2017,Green,Green,0
2017,Blue,Red,29
2017,Green,Orange,3
2017,Gray,Green,7
2017,Green,Green,9
2017,Orange,Green,5
2017,Green,Green,1213
2017,Green,Green,240
2017,Blue,Green,6
2017,Green,Green,1
2017,Green,Orange,3
2017,Red,Green,0
2017,Green,Blue,1809
2017,Orange,Red,72
2017,Blue,Orange,21
2017,Red,Green,14
2017,Green,Red,55
2017,Green,Green,5
2017,Red,Red,0
2017,Green,Blue,66
2017,Blue,Green,50
2017,Green,Red,20
2017,Green,Green,9
2017,Orange,Green,192
2017,Blue,Green,9
2017,Black,Green,29
2017,Green,Orange,2
2017,Blue,Green,33
2017,Green,Green,2
2017,Orange,Green,301
2017,Green,Red,0
2017,Green,Green,17
2017,Green,Blue,8
2017,Green,Gray,195
2017,Red,Green,13
2017,Green,Red,2230
2017,Orange,Red,71
2017,Black,Red,1322
2017,Red,Green,60
2017,Green,Green,286
2017,Green,Black,47
2017,Green,Green,379
2017,Red,Green,0
2017,Blue,Orange,203
2017,Blue,Green,3
2017,Green,Green,13
2017,Gray,Green,5
2017,Blue,Orange,8
2017,Orange,Orange,1582
2017,Green,Red,170
2017,Green,Orange,20
2017,Blue,Green,3
2017,Green,Green,0
2017,Green,Orange,0
2017,Green,Green,50
2017,Green,Blue,11
2017,Red,Green,10
2017,Green,Red,96
2017,Red,Green,26
2017,Red,Green,54
2017,Red,Orange,7
2017,Green,Green,110
2017,Green,Red,0
2017,Red,Black,105
2017,Green,Gray,6
2017,Green,Green,43
2017,Orange,Green,3
2017,Green,Green,155
2017,Green,Orange,0
2017,Red,Orange,0
2017,Green,Green,5
2017,Red,Red,50
2017,Green,Red,1
2017,Blue,Green,127
2017,Green,Gray,7
2017,Orange,Green,45
2017,Green,Red,41
2017,Green,Green,2
2017,Blue,Orange,15
2017,Green,Green,30
2017,Red,Red,1
2017,Green,Green,0
2017,Orange,Green,62
2017,Blue,Red,7
2017,Blue,Green,4
2017,Green,Green,195
2017,Red,Orange,216
2017,Red,Green,119
2017,Black,Green,582
2017,Orange,Red,168
2017,Orange,Green,7
2017,Green,Green,28
2017,Green,Green,7
2017,Green,Blue,13
2017,Orange,Green,1
2017,Green,Red,63
2017,Blue,Green,2
2017,Green,Green,0
2017,Green,Blue,20
2017,Green,Green,406
2017,Red,Blue,25
2017,Green,Green,29
2017,Green,Green,0
2017,Red,Orange,41
2017,Green,Green,27
2017,Green,Green,17
2017,Blue,Red,65
2017,Green,Green,1344
2017,Green,Orange,69
2017,Green,Green,200
2017,Red,Red,153
2017,Red,Blue,4
2017,Green,Blue,173
2017,Green,Green,272
2017,Green,Red,0
2017,Black,Green,158
2017,Blue,Green,7
2017,Black,Green,388
2017,Blue,Green,5
2017,Orange,Orange,352
2017,Green,Orange,34
2017,Green,Green,14
2017,Green,Red,519
2017,Green,Green,371
2017,Red,Green,1
2017,Green,Blue,27
2017,Blue,Green,1
2017,Red,Orange,96
2017,Red,Green,100
2017,Orange,Red,568
2017,Green,Green,0
2017,Green,Green,135
2017,Red,Green,7
2017,Green,Green,0
2017,Orange,Green,8
2017,Green,Red,9
2017,Green,Green,1275
2017,Orange,Red,237
2017,Green,Green,0
2017,Green,Green,30
2017,Blue,Green,614
2017,Red,Orange,399
2017,Green,Green,9
2017,Red,Orange,167
2017,Orange,Green,7
2017,Green,Green,468
2017,Blue,Green,53
2017,Blue,Blue,2628
2017,Green,Orange,3
2017,Blue,Orange,403
2017,Green,Blue,4
2017,Red,Red,817
2017,Red,Green,12
2017,Green,Orange,6
2017,Red,Red,31
2017,Red,Green,34
2017,Green,Red,0
2017,Green,Green,15
2017,Green,Green,79
2017,Red,Red,13
2017,Blue,Red,67
2017,Green,Green,60
2017,Green,Orange,192
2017,Orange,Green,15
2017,Red,Green,64
2017,Green,Green,232
2017,Green,Red,6
2017,Red,Red,14
2017,Red,Green,6
2017,Green,Orange,4
2017,Green,Green,4
2017,Green,Red,9
2017,Green,Black,571
2017,Red,Red,0
2017,Green,Green,39
2017,Green,Green,105
2017,Red,Red,8822
2017,Green,Orange,13
2017,Red,Orange,375
2017,Green,Green,8
2017,Orange,Red,217
2017,Green,Green,209
2017,Green,Green,60
2017,Red,Orange,29
2017,Green,Green,165
2017,Green,Red,3
2017,Green,Gray,11
2017,Green,Green,0
2017,Red,Green,1541
2017,Green,Orange,2
2017,Green,Orange,3
2017,Red,Green,20
2017,Orange,Green,5
2017,Blue,Green,4
2017,Black,Red,976
2017,Orange,Green,26
2017,Green,Green,377
2017,Orange,Green,11
2017,Green,Green,245
2017,Orange,Red,299
2017,Orange,Red,110
2017,Green,Blue,16
2017,Blue,Green,7
2017,Green,Red,22
2017,Green,Green,9
2017,Green,Green,0
2017,Green,Red,28
2017,Green,Green,277
2017,Blue,Green,6
2017,Orange,Red,48
2017,Black,Green,1521
2017,Green,Green,4166
2017,Blue,Green,7
2017,Green,Green,0
2017,Green,Green,7
2017,Orange,Green,5
2017,Red,Green,23
2017,Green,Green,19
2017,Green,Green,25
2017,Red,Red,67
2017,Green,Green,1
2017,Green,Green,52
2017,Green,Green,66
2017,Green,Green,0
2017,Orange,Blue,1411
2017,Green,Blue,19
2017,Gray,Orange,136
2017,Green,Green,11
2017,Green,Orange,13
2017,Orange,Green,6
2017,Blue,Orange,155
2017,Green,Green,3
2017,Red,Red,170
2017,Green,Green,2
2017,Green,Red,0
2017,Blue,Blue,1589
2017,Orange,Orange,610
2017,Green,Green,1
2017,Green,Red,6
2017,Green,Green,42
2017,Green,Green,946
2017,Green,Green,28
2017,Red,Orange,168
2017,Green,Green,0
2017,Green,Red,108
2017,Green,Red,0
2017,Green,Green,32
2017,Green,Green,0
2017,Gray,Red,9
2017,Green,Red,3
2017,Orange,Red,85
2017,Gray,Green,7
2017,Orange,Blue,179
2017,Green,Green,137
2017,Green,Green,298
2017,Green,Green,82
2017,Red,Orange,252
2017,Red,Green,19
2017,Blue,Orange,77
2017,Green,Red,136
2017,Red,Gray,7
2017,Green,Red,2
2017,Green,Green,3
2017,Green,Red,58
2017,Green,Orange,39
2017,Blue,Green,5
2017,Red,Green,21
2017,Orange,Green,1
2017,Red,Green,23
2017,Red,Green,3
2017,Orange,Green,3
2017,Green,Green,294
2017,Green,Blue,3
2017,Green,Green,0
2017,Green,Green,4
2017,Green,Green,186
2017,Black,Green,384
2017,Orange,Red,150
2017,Orange,Green,8
2017,Red,Orange,7
2017,Green,Green,23
2017,Green,Red,1591
2017,Orange,Green,14
2017,Green,Blue,1
2017,Red,Orange,47
2017,Green,Orange,888
2017,Green,Green,91
2017,Orange,Green,14
2017,Green,Red,12
2017,Green,Gray,8
2017,Green,Green,0
2017,Green,Red,36
2017,Orange,Red,325
2017,Green,Green,1013
2017,Green,Green,0
2017,Blue,Green,54
2017,Orange,Red,534
2017,Orange,Green,1
2017,Red,Red,263
2017,Green,Orange,0
2017,Green,Orange,71
2017,Orange,Green,7
2017,Green,Red,161
2017,Red,Green,158
2017,Red,Red,1017
2017,Black,Green,413
2017,Green,Green,3
2017,Green,Green,1
2017,Blue,Black,189
2017,Green,Green,26
2017,Black,Green,125
2017,Green,Green,56
2017,Green,Green,7
2017,Orange,Red,127
2017,Green,Green,1
2017,Green,Green,3
2017,Green,Gray,0
2017,Green,Red,10
2017,Red,Red,3710
2017,Black,Red,7539
2017,Orange,Green,35
2017,Green,Blue,3
2017,Red,Blue,4
2017,Orange,Green,1
2017,Green,Green,1
2017,Green,Green,25
2017,Orange,Green,2
2017,Green,Red,39
2017,Green,Red,165
2017,Green,Green,32
2017,Green,Red,14
2017,Blue,Orange,207
2017,Green,Green,3
2017,Red,Blue,45
2017,Orange,Orange,957
2017,Orange,Orange,1036
2017,Green,Red,2
2017,Green,Red,87
2017,Red,Orange,19
2017,Gray,Green,4
2017,Blue,Blue,267
2017,Orange,Red,129
2017,Orange,Red,564
2017,Green,Orange,2
2017,Green,Green,0
2017,Black,Green,22
2017,Green,Red,366
2017,Green,Red,5
2017,Green,Green,1
2017,Green,Green,22
2017,Red,Red,945
2017,Red,Blue,40
2017,Gray,Green,14
2017,Green,Red,7
2017,Green,Red,1
2017,Black,Green,194
2017,Green,Green,52
2017,Green,Green,0
2017,Green,Orange,33
2017,Orange,Black,1
2017,Green,Green,9
2017,Green,Green,6
2017,Blue,Green,8
2017,Green,Red,63
2017,Red,Green,171
2017,Green,Orange,9
2017,Green,Red,70
2017,Green,Green,0
2017,Green,Green,161
2017,Green,Orange,30
2017,Orange,Red,46
2017,Green,Blue,0
2017,Blue,Green,1
2017,Blue,Red,32
2017,Orange,Orange,89
2017,Green,Green,707
2017,Orange,Blue,3131
2017,Blue,Red,27
2017,Blue,Orange,97
2017,Green,Green,3
2017,Green,Green,137
2017,Blue,Green,4
2017,Green,Green,3
2017,Green,Red,67
2017,Red,Red,2001
2017,Green,Red,72
2017,Green,Orange,27
2017,Red,Green,216
2017,Green,Red,21
2017,Red,Orange,127
2017,Gray,Green,27
2017,Red,Red,292
2017,Black,Red,0
2017,Orange,Orange,600
2017,Orange,Red,132
2017,Red,Gray,233
2017,Red,Red,6
2017,Red,Red,157
2017,Green,Red,83
2017,Green,Orange,11
2017,Green,Green,176
2017,Green,Blue,8
2017,Green,Green,17
2017,Green,Green,20
2017,Green,Green,14
2017,Green,Red,51
2017,Green,Orange,19
2017,Green,Orange,1
2017,Green,Red,0
2017,Green,Orange,2
2017,Green,Blue,3
2017,Green,Green,34
2017,Green,Green,506
2017,Green,Green,2
2017,Green,Red,19
2017,Green,Red,62
2017,Green,Red,3
2017,Green,Orange,16
2017,Green,Green,125
2017,Green,Green,183
2017,Green,Green,3
2017,Red,Orange,421
2017,Green,Green,116
2017,Red,Black,299
2017,Green,Black,1522
2017,Green,Red,64
2017,Red,Green,62
2017,Green,Black,387
2017,Green,Blue,0
2017,Blue,Green,18
2017,Orange,Blue,34
2017,Green,Green,1
2017,Green,Green,135
2017,Red,Green,11
2017,Orange,Green,2
2017,Green,Orange,88
2017,Red,Orange,147
2017,Red,Red,265
2017,Blue,Green,61
2017,Red,Gray,0
2017,Red,Green,14
2017,Red,Blue,96
2017,Green,Green,14
2017,Green,Red,64
2017,Green,Green,256
2017,Green,Green,348
2017,Red,Gray,200
2017,Green,Red,71
2017,Red,Blue,14
2017,Green,Orange,1834
2017,Green,Orange,10
2017,Green,Black,1246
2017,Green,Orange,6
2017,Green,Red,10
2017,Green,Green,2
2017,Green,Green,3
2017,Black,Green,190
2017,Green,Green,3
2017,Green,Orange,2799
2017,Green,Green,33
2017,Green,Orange,22
2017,Green,Green,588
2017,Green,Green,3
2017,Red,Red,6680
2017,Green,Green,4
2017,Red,Green,3
2017,Green,Green,9
2017,Green,Green,1686
2017,Green,Green,1
2017,Orange,Black,2794
2017,Green,Blue,9
2017,Green,Red,60
2017,Green,Green,3
2017,Green,Orange,20
2017,Green,Green,75
2017,Red,Red,16
2017,Red,Blue,17
2017,Gray,Orange,73
2017,Green,Red,40
2017,Green,Green,2
2017,Green,Green,224
2017,Red,Orange,119
2017,Green,Green,69
2017,Red,Red,727
2017,Red,Green,2012
2017,Green,Blue,4
2017,Green,Red,233
2017,Green,Blue,9
2017,Green,Green,31
2017,Red,Red,31
2017,Orange,Orange,501
2017,Green,Green,0
2017,Blue,Orange,160
2017,Black,Green,769
2017,Gray,Blue,85
2017,Red,Orange,0
2017,Orange,Blue,359
2017,Green,Orange,3
2017,Blue,Green,16
2017,Green,Green,453
2017,Blue,Orange,430
2017,Blue,Green,15
2017,Blue,Red,284
2017,Green,Blue,29
2017,Green,Red,19
2017,Blue,Orange,52
2017,Green,Red,35
2017,Red,Red,905
2017,Green,Green,12
2017,Blue,Green,46
2017,Blue,Green,1
2017,Orange,Green,7
2017,Red,Orange,1
2017,Green,Red,5
2017,Orange,Green,19
2017,Green,Green,0
2017,Green,Red,34
2017,Green,Green,10
2017,Green,Green,0
2017,Red,Red,6518
2017,Green,Green,2
2017,Green,Green,443
2017,Red,Green,2
2017,Green,Blue,1
2017,Orange,Orange,1310
2017,Green,Green,0
2017,Green,Blue,12
2017,Orange,Red,505
2017,Green,Green,92
2017,Red,Red,6
2017,Blue,Red,67
2017,Green,Red,62
2017,Red,Red,313
2017,Green,Green,0
2017,Green,Green,0
2017,Green,Red,15
2017,Red,Blue,856
2017,Green,Gray,7
2017,Red,Green,25
2017,Green,Green,1
2017,Blue,Green,51
2017,Orange,Gray,22
2017,Green,Green,280
2017,Green,Green,10
2017,Green,Red,306
2017,Red,Green,4
2017,Orange,Orange,219
2017,Red,Red,279
2017,Green,Blue,24
2017,Green,Green,8
2017,Green,Green,2
2017,Red,Green,5
2017,Green,Red,0
2017,Green,Green,19
2017,Green,Green,3
2017,Green,Blue,0
2017,Green,Green,124
2017,Green,Orange,25
2017,Green,Green,0
2017,Red,Red,381
2017,Orange,Green,72
2017,Green,Green,0
2017,Green,Red,1136
2017,Green,Gray,3
2017,Green,Green,6
2017,Green,Orange,46
2017,Black,Green,1649
2017,Green,Green,8
2017,Green,Orange,24
2017,Orange,Green,11
2017,Green,Blue,83
2017,Red,Orange,0
2017,Orange,Orange,514
2017,Orange,Orange,1753
2017,Green,Blue,16
2017,Red,Green,3
2017,Red,Green,334
2017,Black,Red,3528
2017,Blue,Green,15
2017,Red,Red,678
2017,Green,Red,27
2017,Green,Green,25
2017,Red,Red,8
2017,Green,Green,0
2017,Red,Green,18
2017,Black,Green,655
2017,Black,Red,330
2017,Green,Orange,4
2017,Green,Green,313
2017,Red,Blue,180
2017,Red,Black,0
2017,Green,Orange,33
2017,Red,Red,4784
2017,Blue,Green,5
2017,Gray,Green,14
2017,Red,Red,6652
2017,Green,Red,12
2017,Green,Green,5
2017,Red,Orange,950
2017,Green,Gray,143
2017,Green,Green,164
2017,Green,Red,0
2017,Red,Green,7
2017,Blue,Red,145
2017,Green,Green,7
2017,Red,Gray,213
2017,Green,Blue,524
2017,Green,Green,31
2017,Green,Green,0
2017,Green,Green,61
2017,Green,Green,4
2017,Orange,Red,213
2017,Green,Green,5
2017,Red,Orange,395
2017,Blue,Green,345
2017,Red,Green,436
2017,Green,Red,0
2017,Green,Green,4
2017,Green,Green,4
2017,Red,Red,220
2017,Green,Green,1
2017,Blue,Green,8
2017,Green,Green,105
2017,Blue,Green,5
2017,Red,Red,1641
2017,Green,Red,1
2017,Red,Blue,18
2017,Green,Blue,2
2017,Green,Green,176
2017,Green,Red,7
2017,Orange,Orange,423
2017,Green,Green,62
2017,Red,Green,0
2017,Green,Orange,6
2017,Red,Orange,220
2017,Green,Green,0
2017,Red,Orange,21
2017,Green,Green,3
2017,Green,Green,2
2017,Blue,Black,242
2017,Orange,Green,21
2017,Green,Red,14
2017,Green,Green,2
2017,Green,Red,39
2017,Green,Green,156
2017,Green,Orange,5
2017,Blue,Red,212
2017,Red,Green,12
2017,Green,Green,20
2017,Red,Blue,80
2017,Orange,Black,689
2017,Orange,Green,5
2017,Red,Orange,42
2017,Green,Green,0
2017,Blue,Green,7
2017,Blue,Blue,359
2017,Green,Green,1
2017,Red,Orange,252
2017,Blue,Gray,54
2017,Red,Black,1042
2017,Green,Black,1
2017,Green,Orange,6
2017,Green,Green,292
2017,Green,Red,9
2017,Red,Green,6
2017,Red,Green,1
2017,Green,Red,73
2017,Red,Green,0
2017,Red,Green,19
2017,Red,Black,1824
2017,Blue,Orange,44
2017,Green,Orange,33
2017,Blue,Green,1
2017,Gray,Red,210
2017,Green,Red,1250
2017,Red,Green,64
2017,Red,Green,67
2017,Green,Orange,17
2017,Green,Green,21
2017,Green,Red,0
2017,Red,Black,508
2017,Blue,Red,6
2017,Green,Green,17
2017,Red,Orange,93
2017,Green,Red,54
2017,Red,Blue,9
2017,Red,Green,10
2017,Green,Green,4
2017,Red,Orange,127
2017,Green,Blue,11
2017,Green,Green,1
2017,Green,Green,3
2017,Red,Orange,206
2017,Green,Red,2
2017,Orange,Green,5
2017,Red,Green,35
2017,Red,Green,4
2017,Green,Green,50
2017,Green,Green,48
2017,Red,Green,176
2017,Red,Green,19
2017,Red,Red,0
2017,Green,Green,82
2017,Gray,Green,10
2017,Green,Gray,6
2017,Green,Green,3
2017,Red,Green,10
2017,Green,Green,11
2017,Blue,Blue,3835
2017,Blue,Red,79
2017,Orange,Green,8
2017,Green,Red,0
2017,Green,Red,85
2017,Red,Green,3
2017,Red,Green,1
2017,Green,Red,0
2017,Blue,Green,26
2017,Orange,Green,94
2017,Red,Green,21
2017,Green,Red,10
2017,Green,Red,99
2017,Gray,Green,17
2017,Green,Red,1
2017,Blue,Red,336
2017,Red,Orange,87
2017,Green,Red,27
2017,Green,Green,409
2017,Green,Green,81
2017,Orange,Green,4
2017,Red,Green,67
2017,Green,Green,5
2017,Green,Green,32
2017,Green,Green,3
2017,Green,Green,5
2017,Green,Red,3
2017,Orange,Green,1
2017,Green,Green,24
2017,Green,Orange,5
2017,Orange,Green,22
2017,Orange,Blue,575
2017,Green,Blue,6
2017,Green,Black,450
2017,Green,Green,1
